# kind	container	item_name	cfg	src_file	dst_file	header_change
const	-	SKILL_PACK_NAME	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/openapi.rs	yes
const	-	SKILL_PACK_ENDPOINT	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/openapi.rs	yes
const	-	SKILL_PACK_FORMAT	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/openapi.rs	yes
const	-	SKILL_PACK_MIME_TYPE	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/openapi.rs	yes
const	-	SKILL_PACK_LAYER_BOUNDARY	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/openapi.rs	yes
const	-	SKILL_PACK_LOAD_HINT	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/openapi.rs	yes
const	-	SKILL_PACK_RESOLUTION	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/openapi.rs	yes
fn	-	openapi_json	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/openapi.rs	yes
fn	-	skills_pack	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/openapi.rs	yes
fn	-	openapi_document	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/openapi.rs	yes
fn	-	merge_error_components	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/openapi.rs	yes
fn	-	mark_entity_response_as_binary	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/openapi.rs	yes
fn	-	fill_schema_description_gaps	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/openapi.rs	yes
fn	-	set_schema_property_description	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/openapi.rs	yes
fn	-	add_security_scheme	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/openapi.rs	yes
const	-	ARTIFACT_POINTER_CACHE_CONTROL	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/artifacts.rs	yes
const	-	ARTIFACT_IMMUTABLE_CACHE_CONTROL	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/artifacts.rs	yes
const	-	ARTIFACT_CONTENT_SECURITY_POLICY	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/artifacts.rs	yes
struct	-	ArtifactServeQuery	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/artifacts.rs	yes
fn	-	serve_artifact_root	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/artifacts.rs	yes
fn	-	serve_artifact_path	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/artifacts.rs	yes
fn	-	serve_artifact_file	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/artifacts.rs	yes
fn	-	artifact_snapshot_selector	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/artifacts.rs	yes
fn	-	normalize_artifact_route_path	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/artifacts.rs	yes
fn	-	artifact_root_redirect_response	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/artifacts.rs	yes
fn	-	artifact_file_response	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/artifacts.rs	yes
fn	-	artifact_cache_control	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/artifacts.rs	yes
fn	-	request_etag_matches	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/artifacts.rs	yes
fn	-	artifact_content_type	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/artifacts.rs	yes
const	-	MCP_CREDENTIAL_HEADER	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/mcp_gateway.rs	yes
const	-	MCP_PROTOCOL_VERSION	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/mcp_gateway.rs	yes
struct	-	McpJsonRpcRequest	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/mcp_gateway.rs	yes
struct	-	McpToolCallParams	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/mcp_gateway.rs	yes
struct	-	McpGatewayError	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/mcp_gateway.rs	yes
impl	-	impl McpGatewayError	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/mcp_gateway.rs	no
fn	-	mcp_gateway	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/mcp_gateway.rs	yes
fn	-	handle_mcp_request	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/mcp_gateway.rs	yes
fn	-	resolve_mcp_gateway_actor	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/mcp_gateway.rs	yes
fn	-	mcp_connector_credential	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/mcp_gateway.rs	yes
fn	-	mcp_actor_resolution_error	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/mcp_gateway.rs	yes
fn	-	mcp_params	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/mcp_gateway.rs	yes
fn	-	mcp_tool_validation_error	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/mcp_gateway.rs	yes
fn	-	ensure_mcp_actor_matches	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/mcp_gateway.rs	yes
fn	-	mcp_validated_actor	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/mcp_gateway.rs	yes
fn	-	execute_mcp_tool	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/mcp_gateway.rs	yes
fn	-	execute_mcp_nav	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/mcp_gateway.rs	yes
fn	-	execute_mcp_read	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/mcp_gateway.rs	yes
fn	-	execute_mcp_edit	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/mcp_gateway.rs	yes
fn	-	execute_mcp_propose_claim	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/mcp_gateway.rs	yes
fn	-	execute_mcp_proposed_control_record	-	crates/oneiron-server/src/api.rs	crates/oneiron-server/src/api/mcp_gateway.rs	yes
