# kind	container	item_name	cfg	src_file	dst_file	header_change
fn	-	vad_annotation_meta_key	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	no
fn	-	vad_annotation_claim_id	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	no
fn	-	vad_annotation_value	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	yes
fn	-	vad_annotation_claim_body	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	yes
fn	-	decode_vad_annotation_claim_body_if_present	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	yes
fn	-	vad_annotation_source_from_str	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	yes
fn	-	vad_annotation_f32	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	yes
fn	-	vad_annotation_from_value	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	yes
struct	-	VadAnnotationCleanup	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	no
impl	-	impl VadAnnotationCleanup	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	no
fn	-	delete_vad_annotation_metadata_in_txn	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	no
fn	-	delete_vad_annotation_metadata_for_type_in_txn	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	no
fn	-	vad_annotation_claim_matches_subject	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	yes
fn	-	vad_annotation_delete_scope_exists_in_txn	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	yes
method	impl Vault	annotate_turn_vad	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	no
method	impl Vault	get_turn_vad_annotation	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	no
method	impl Vault	annotate_message_vad	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	no
method	impl Vault	get_message_vad_annotation	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	no
method	impl Vault	consolidate_claim_vad	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	no
method	impl Vault	consolidate_claim_vad_in_txn	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	no
method	impl Vault	clear_claim_vad_outputs_in_txn	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	no
method	impl Vault	close_claim_vad_states	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	no
method	impl Vault	claim_body_for_claim_vad_in_txn	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	no
method	impl Vault	turn_vad_annotation_in_txn	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	no
method	impl Vault	claim_vad_incident_edges_in_txn	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	no
method	impl Vault	record_claim_vad_edge	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	no
method	impl Vault	active_claim_vad_states_in_txn	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	no
method	impl Vault	update_coping_outcome_from_turn_vad	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	no
method	impl Vault	update_coping_outcome_from_turn_vad_delta	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	no
method	impl Vault	update_coping_outcome_from_turn_vad_delta_checked	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	no
method	impl Vault	annotate_entity_vad	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	no
method	impl Vault	guard_vad_annotation_claim_slot	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	no
method	impl Vault	get_entity_vad_annotation	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/affect.rs	no
method	impl Vault	put_claim	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/claim.rs	no
method	impl Vault	put_claim_candidate_without_lexical_query_reconcile	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/claim.rs	no
method	impl Vault	supersede_claim_for_code_run_trap	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/claim.rs	no
method	impl Vault	put_edge_for_code_run_trap	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/claim.rs	no
method	impl Vault	validate_code_run_write_actor_binding_in_txn	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/claim.rs	no
method	impl Vault	check_code_run_write_gate_in_txn	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/claim.rs	no
method	impl Vault	get_claim	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/claim.rs	no
method	impl Vault	get_claim_in_txn	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/claim.rs	no
method	impl Vault	claims_for_subject	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/claim.rs	no
method	impl Vault	claims_for_subject_in_txn	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/claim.rs	no
method	impl Vault	claim_bodies_for_subjects_matching	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/claim.rs	no
method	impl Vault	claim_for_lifecycle_in	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/claim.rs	no
method	impl Vault	require_active_claim	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/claim.rs	no
method	impl Vault	require_source_trust_supersession_rights	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/claim.rs	no
method	impl Vault	supersede_claim	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/claim.rs	no
method	impl Vault	supersede_claim_in_txn	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/claim.rs	no
method	impl Vault	retract_claim	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/claim.rs	no
method	impl Vault	claim_facet_refs_in	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/claim.rs	no
method	impl Vault	put_edge_provenance	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/provenance.rs	no
method	impl Vault	supersede_edge_provenance	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/provenance.rs	no
method	impl Vault	retract_edge_provenance	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/provenance.rs	no
method	impl Vault	ensure_model_substrate	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/provenance.rs	no
method	impl Vault	write_edge_provenance	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/provenance.rs	no
method	impl Vault	load_provenance_claim_in_txn	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/provenance.rs	no
method	impl Vault	live_edge_provenance_claims_in_txn	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/provenance.rs	no
method	impl Vault	retracted_edge_provenance_claims_in_txn	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/provenance.rs	no
method	impl Vault	edge_provenance_claims_in_txn	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/provenance.rs	no
struct	-	StoredProvenanceClaim	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/provenance.rs	yes
impl	-	impl StoredProvenanceClaim	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/provenance.rs	no
fn	-	closed_claim_put_payload	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/provenance.rs	yes
method	impl Vault	delete_entity	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/deletion.rs	no
method	impl Vault	delete_entity_with_reason	-	crates/oneiron/src/vault.rs	crates/oneiron/src/vault/deletion.rs	no
